COMPACTNESS,CIRCULARITY,DISTANCE.CIRCULARITY,RADIUS.RATIO,PR.AXIS.ASPECT.RATIO,MAX.LENGTH.ASPECT.RATIO,SCATTER.RATIO,ELONGATEDNESS,PR.AXIS.RECTANGULARITY,MAX.LENGTH.RECTANGULARITY,SCALED.VARIANCE_MAJOR,SCALED.VARIANCE_MINOR,SCALED.RADIUS.OF.GYRATION,SKEWNESS.ABOUT_MAJOR,SKEWNESS.ABOUT_MINOR,KURTOSIS.ABOUT_MAJOR,KURTOSIS.ABOUT_MINOR,HOLLOWS.RATIO,Class
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(76.5; Inf],(9.5; Inf],[-Inf;17.5],(181.5;185.5],(189.5; Inf],van
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(387.5;577],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
(82.5;98.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(68.5;86.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(98.5;106.5],(49.5;54.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
(82.5;98.5],[-Inf;40.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],[-Inf;165.5],(298.5;347.5],[-Inf;169.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
(82.5;98.5],(40.5;49.5],(64.5;76.5],(175.5;234.5],(68.5;86.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(154.5;163.5],(29.5;41.5],(19.5;20.5],[-Inf;134.5],(165.5;180.5],(387.5;577],[-Inf;169.5],[-Inf;64.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],opel
(82.5;98.5],[-Inf;40.5],(64.5;76.5],(175.5;234.5],(52.5;68.5],(8.5;16],(154.5;163.5],(29.5;41.5],(19.5;20.5],(134.5;148.5],(180.5;206.5],(387.5;577],[-Inf;169.5],[-Inf;64.5],[-Inf;9.5],(17.5; Inf],(191.5; Inf],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
[-Inf;82.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],[-Inf;52.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],[-Inf;165.5],[-Inf;298.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(181.5;185.5],[-Inf;189.5],van
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],[-Inf;18.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(68.5;86.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(241.5; Inf],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(134.5;148.5],(180.5;206.5],(387.5;577],[-Inf;169.5],[-Inf;64.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
(82.5;98.5],(40.5;49.5],[-Inf;64.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],[-Inf;64.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],van
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(19.5;20.5],(148.5;171.5],(180.5;206.5],(387.5;577],(169.5;192.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],opel
(98.5;106.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(68.5;86.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(180.5;206.5],(387.5;577],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
[-Inf;82.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
[-Inf;82.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(82.5;98.5],(49.5;54.5],(92.5; Inf],[-Inf;175.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],saab
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],(165.5;180.5],[-Inf;298.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(98.5;106.5],(49.5;54.5],(92.5; Inf],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(239; Inf],(721.5;761],(192.5;241.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],[-Inf;189.5],bus
(106.5; Inf],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(721.5;761],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
[-Inf;82.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;134.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],opel
(82.5;98.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(68.5;86.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],saab
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(721.5;761],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(181.5;185.5],(189.5; Inf],van
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(68.5;86.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(134.5;148.5],(180.5;206.5],(387.5;577],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
(82.5;98.5],(40.5;49.5],[-Inf;64.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(181.5;185.5],(189.5; Inf],saab
(98.5;106.5],(49.5;54.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(19.5;20.5],(134.5;148.5],(180.5;206.5],(387.5;577],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(181.5;185.5],(189.5; Inf],van
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(68.5;86.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(192.5;241.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(68.5;86.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],[-Inf;7.5],(154.5;163.5],(29.5;41.5],(19.5;20.5],(134.5;148.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
[-Inf;82.5],[-Inf;40.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;134.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(64.5;76.5],(9.5; Inf],(17.5; Inf],(181.5;185.5],[-Inf;189.5],opel
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],[-Inf;169.5],[-Inf;64.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(98.5;106.5],(49.5;54.5],(92.5; Inf],[-Inf;175.5],[-Inf;52.5],[-Inf;7.5],(230.5; Inf],[-Inf;29.5],(25.5; Inf],(148.5;171.5],(239; Inf],(761; Inf],(241.5; Inf],(76.5; Inf],(9.5; Inf],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(82.5;98.5],(40.5;49.5],(64.5;76.5],(175.5;234.5],(68.5;86.5],[-Inf;7.5],(154.5;163.5],(29.5;41.5],(18.5;19.5],(134.5;148.5],(180.5;206.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],bus
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(18.5;19.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
(82.5;98.5],[-Inf;40.5],[-Inf;64.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;134.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],van
(98.5;106.5],(49.5;54.5],(92.5; Inf],[-Inf;175.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;134.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(181.5;185.5],[-Inf;189.5],opel
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;134.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],(17.5; Inf],(181.5;185.5],[-Inf;189.5],saab
(82.5;98.5],(40.5;49.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(134.5;148.5],(206.5;239],(387.5;577],(192.5;241.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],opel
(106.5; Inf],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],saab
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],saab
(82.5;98.5],[-Inf;40.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;134.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],van
(98.5;106.5],(54.5; Inf],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(171.5; Inf],(206.5;239],(721.5;761],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;134.5],(165.5;180.5],[-Inf;298.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
[-Inf;82.5],[-Inf;40.5],[-Inf;64.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;134.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],(17.5; Inf],[-Inf;177.5],[-Inf;189.5],opel
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],[-Inf;64.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],opel
(106.5; Inf],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],(9.5; Inf],(17.5; Inf],(185.5;191.5],(189.5; Inf],saab
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;134.5],(165.5;180.5],(298.5;347.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(181.5;185.5],[-Inf;189.5],saab
(82.5;98.5],[-Inf;40.5],(76.5;92.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],[-Inf;134.5],(180.5;206.5],(387.5;577],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],saab
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],(165.5;180.5],[-Inf;298.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],[-Inf;189.5],van
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;134.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(191.5; Inf],(189.5; Inf],saab
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(86.5; Inf],(16; Inf],(140.5;154.5],(41.5;46.5],(18.5;19.5],(148.5;171.5],(180.5;206.5],(298.5;347.5],[-Inf;169.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],van
(98.5;106.5],(49.5;54.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(192.5;241.5],(64.5;76.5],[-Inf;9.5],(17.5; Inf],(185.5;191.5],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],(154.5;163.5],(29.5;41.5],(19.5;20.5],(134.5;148.5],(180.5;206.5],(347.5;387.5],(169.5;192.5],(64.5;76.5],[-Inf;9.5],[-Inf;17.5],(185.5;191.5],(189.5; Inf],saab
(82.5;98.5],(40.5;49.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(134.5;148.5],(206.5;239],(387.5;577],(169.5;192.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(185.5;191.5],(189.5; Inf],saab
(106.5; Inf],(40.5;49.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],(169.5;192.5],(64.5;76.5],(9.5; Inf],(17.5; Inf],(191.5; Inf],(189.5; Inf],opel
(82.5;98.5],(40.5;49.5],[-Inf;64.5],[-Inf;175.5],(52.5;68.5],(7.5;8.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(134.5;148.5],(165.5;180.5],(298.5;347.5],(169.5;192.5],(76.5; Inf],[-Inf;9.5],[-Inf;17.5],(177.5;181.5],[-Inf;189.5],bus
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(180.5;206.5],(387.5;577],(192.5;241.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],saab
(106.5; Inf],(54.5; Inf],(92.5; Inf],[-Inf;175.5],[-Inf;52.5],[-Inf;7.5],(230.5; Inf],[-Inf;29.5],(25.5; Inf],(171.5; Inf],(239; Inf],(761; Inf],(192.5;241.5],(76.5; Inf],[-Inf;9.5],(17.5; Inf],(177.5;181.5],[-Inf;189.5],bus
(98.5;106.5],(40.5;49.5],(92.5; Inf],(175.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;171.5],(206.5;239],(577;721.5],[-Inf;169.5],[-Inf;64.5],[-Inf;9.5],(17.5; Inf],(191.5; Inf],(189.5; Inf],saab
(82.5;98.5],[-Inf;40.5],[-Inf;64.5],[-Inf;175.5],[-Inf;52.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],(76.5; Inf],(9.5; Inf],[-Inf;17.5],(181.5;185.5],[-Inf;189.5],van
(82.5;98.5],(40.5;49.5],(76.5;92.5],(175.5;234.5],(52.5;68.5],(8.5;16],(154.5;163.5],(41.5;46.5],(19.5;20.5],(148.5;171.5],(165.5;180.5],(347.5;387.5],[-Inf;169.5],(64.5;76.5],(9.5; Inf],[-Inf;17.5],(191.5; Inf],(189.5; Inf],van
(82.5;98.5],[-Inf;40.5],(64.5;76.5],[-Inf;175.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],(134.5;148.5],[-Inf;165.5],[-Inf;298.5],[-Inf;169.5],[-Inf;64.5],[-Inf;9.5],[-Inf;17.5],(191.5; Inf],(189.5; Inf],van
